NextprotID,Anchor,GeneName,Chr,ProteinEvidence,PE,Missing
NX_P42127,,ASIP,20,protein level,PE1,0
NX_P23526,,AHCY,20,protein level,PE1,0
NX_Q96J02,,ITCH,20,protein level,PE1,0
NX_Q9NP97,,DYNLRB1,20,protein level,PE1,0
NX_Q9H492,,MAP1LC3A,20,protein level,PE1,0
NX_Q9H490,,PIGU,20,protein level,PE1,0
NX_Q14686,,NCOA6,20,protein level,PE1,0
NX_Q8IXH6,,TP53INP2,20,protein level,PE1,0
NX_Q9UJ14,,GGT7,20,protein level,PE1,0
NX_Q9NR19,,ACSS2,20,protein level,PE1,0
NX_P48637,,GSS,20,protein level,PE1,0
NX_A7E2Y1,,MYH7B,20,protein level,PE1,0
NX_Q8TEL6,,TRPC4AP,20,protein level,PE1,0
NX_Q9BV94,,EDEM2,20,protein level,PE1,0
NX_Q9UNN8,,PROCR,20,protein level,PE1,0
NX_Q9Y5R2,,MMP24,20,transcript level,PE2,1
NX_P56537,,EIF6,20,protein level,PE1,0
NX_Q9BQN1,,FAM83C,20,protein level,PE1,0
NX_Q9NVA1,,UQCC,20,protein level,PE1,0
NX_Q5U4N7,,GDF5OS,20,transcript level,PE2,1
NX_P43026,,GDF5,20,protein level,PE1,0
NX_Q9BV73,,CEP250,20,protein level,PE1,0
NX_Q96LM9,,C20orf173,20,transcript level,PE2,1
NX_Q9Y282,,ERGIC3,20,protein level,PE1,0
NX_A9Z1Z3,,FER1L4,20,transcript level,PE2,1
NX_Q9NPE6,,SPAG4,20,transcript level,PE2,1
NX_Q99829,,CPNE1,20,protein level,PE1,0
NX_Q9Y697,,NFS1,20,protein level,PE1,0
NX_Q9NTZ6,,RBM12,20,protein level,PE1,0
NX_P60602,,ROMO1,20,protein level,PE1,0
NX_Q14498,,RBM39,20,protein level,PE1,0
NX_Q9BVI0,,PHF20,20,protein level,PE1,0
NX_P57086,,SCAND1,20,protein level,PE1,0
NX_Q96M20,,CNBD2,20,transcript level,PE2,1
NX_Q9H4G0,,EPB41L1,20,protein level,PE1,0
NX_Q9Y312,,AAR2,20,protein level,PE1,0
NX_Q9Y2H0,,DLGAP4,20,protein level,PE1,0
NX_P24844,,MYL9,20,protein level,PE1,0
NX_Q9GZN2,,TGIF2,20,protein level,PE1,0
NX_Q9BUV8,,C20orf24,20,protein level,PE1,0
NX_Q9H6Q3,,SLA2,20,protein level,PE1,0
NX_Q9UGV2,,NDRG3,20,protein level,PE1,0
NX_Q9H410,,DSN1,20,protein level,PE1,0
NX_O94964,,SOGA1,20,protein level,PE1,0
NX_A0PJX2,,TLDC2,20,transcript level,PE2,1
NX_Q9Y3Z3,,SAMHD1,20,protein level,PE1,0
NX_P28749,,RBL1,20,protein level,PE1,0
NX_Q9H579,,MROH8,20,protein level,PE1,0
NX_P04844,,RPN2,20,protein level,PE1,0
NX_P01286,,GHRH,20,protein level,PE1,0
NX_Q9NQG1,,MANBAL,20,protein level,PE1,0
NX_P12931,,SRC,20,protein level,PE1,0
NX_P62952,,BLCAP,20,protein level,PE1,0
NX_Q16517,,NNAT,20,transcript level,PE2,1
NX_Q8WYA6,,CTNNBL1,20,protein level,PE1,0
NX_Q96N03,,VSTM2L,20,protein level,PE1,0
NX_O43156,,TTI1,20,protein level,PE1,0
NX_Q9NQG5,,RPRD1B,20,protein level,PE1,0
NX_P21980,,TGM2,20,protein level,PE1,0
NX_Q5JYT7,,KIAA1755,20,transcript level,PE2,1
NX_P17213,,BPI,20,protein level,PE1,0
NX_P18428,,LBP,20,protein level,PE1,0
NX_Q86X10,,RALGAPB,20,protein level,PE1,0
NX_Q0VDE8,,ADIG,20,transcript level,PE2,1
NX_Q5TG30,,ARHGAP40,20,transcript level,PE2,1
NX_Q9H598,,SLC32A1,20,protein level,PE1,0
NX_Q9H9F9,,ACTR5,20,protein level,PE1,0
NX_Q96T49,,PPP1R16B,20,protein level,PE1,0
NX_Q9H4H8,,FAM83D,20,protein level,PE1,0
NX_Q9H5Z1,,DHX35,20,protein level,PE1,0
NX_Q9Y5Q3,,MAFB,20,protein level,PE1,0
NX_P11387,,TOP1,20,protein level,PE1,0
NX_Q9UI54,,-,20,uncertain,PE5,0
NX_P19174,,PLCG1,20,protein level,PE1,0
NX_Q9H4I2,,ZHX3,20,protein level,PE1,0
NX_Q9BQK8,,LPIN3,20,protein level,PE1,0
NX_Q9NT22,,EMILIN3,20,protein level,PE1,0
NX_Q8TD26,,CHD6,20,protein level,PE1,0
NX_O14522,,PTPRT,20,protein level,PE1,0
NX_Q13247,,SRSF6,20,protein level,PE1,0
NX_Q9Y468,,L3MBTL1,20,protein level,PE1,0
NX_Q9HBY8,,SGK2,20,protein level,PE1,0
NX_Q9Y366,,IFT52,20,protein level,PE1,0
NX_P10244,,MYBL2,20,protein level,PE1,0
NX_Q9H1H1,,GTSF1L,20,transcript level,PE2,1
NX_Q96NM4,,TOX2,20,protein level,PE1,0
NX_Q9BR39,,JPH2,20,protein level,PE1,0
NX_Q9NX31,,OSER1,20,protein level,PE1,0
NX_Q96MZ0,,GDAP1L1,20,protein level,PE1,0
NX_Q8N6M3,,FITM2,20,protein level,PE1,0
NX_Q9H3Y0,,R3HDML,20,protein level,PE1,0
NX_P41235,,HNF4A,20,protein level,PE1,0
NX_Q4KN68,,C20orf62,20,transcript level,PE2,1
NX_Q9BTX7,,TTPAL,20,protein level,PE1,0
NX_Q13530,,SERINC3,20,protein level,PE1,0
NX_Q9Y2B9,,PKIG,20,protein level,PE1,0
NX_P00813,,ADA,20,protein level,PE1,0
NX_O76076,,WISP2,20,protein level,PE1,0
NX_Q9H427,,KCNK15,20,protein level,PE1,0
NX_Q9H426,,RIMS4,20,protein level,PE1,0
NX_P31946,,YWHAB,20,protein level,PE1,0
NX_Q4VXU2,,PABPC1L,20,protein level,PE1,0
NX_Q15785,,TOMM34,20,protein level,PE1,0
NX_Q13043,,STK4,20,protein level,PE1,0
NX_Q96KK3,,KCNS1,20,transcript level,PE2,1
NX_Q8TCV5,,WFDC5,20,transcript level,PE2,1
NX_Q8WWY7,,WFDC12,20,transcript level,PE2,1
NX_P19957,,PI3,20,protein level,PE1,0
NX_P04279,,SEMG1,20,protein level,PE1,0
NX_Q02383,,SEMG2,20,protein level,PE1,0
NX_P03973,,SLPI,20,protein level,PE1,0
NX_O95460,,MATN4,20,protein level,PE1,0
NX_Q9UBG7,,RBPJL,20,protein level,PE1,0
NX_P31431,,SDC4,20,protein level,PE1,0
NX_Q8N2H4,,SYS1,20,protein level,PE1,0
NX_Q9Y2B4,,TP53TG5,20,protein level,PE1,0
NX_Q9BQY9,,DBNDD2,20,protein level,PE1,0
NX_Q969N2,,PIGT,20,protein level,PE1,0
NX_Q14508,,WFDC2,20,protein level,PE1,0
NX_P49223,,SPINT3,20,protein level,PE1,0
NX_Q9BQY6,,WFDC6,20,transcript level,PE2,1
NX_O95925,,EPPIN,20,protein level,PE1,0
NX_Q8IUA0,,WFDC8,20,transcript level,PE2,1
NX_Q8NEX5,,WFDC9,20,transcript level,PE2,1
NX_Q9H1F0,,WFDC10A,20,transcript level,PE2,1
NX_Q8NEX6,,WFDC11,20,transcript level,PE2,1
NX_Q8IUB3,,WFDC10B,20,transcript level,PE2,1
NX_Q8IUB5,,WFDC13,20,protein level,PE1,0
NX_Q6UDR6,,SPINT4,20,transcript level,PE2,1
NX_Q8IUB2,,WFDC3,20,protein level,PE1,0
NX_Q9H147,,DNTTIP1,20,protein level,PE1,0
NX_O00762,,UBE2C,20,protein level,PE1,0
NX_P02585,,TNNC2,20,protein level,PE1,0
NX_Q969T3,,SNX21,20,protein level,PE1,0
NX_O14734,,ACOT8,20,protein level,PE1,0
NX_Q96MP5,,ZSWIM3,20,transcript level,PE2,1
NX_Q9BR11,,ZSWIM1,20,transcript level,PE2,1
NX_Q9BR10,,SPATA25,20,protein level,PE1,0
NX_Q9BR09,,NEURL2,20,transcript level,PE2,1
NX_P10619,,CTSA,20,protein level,PE1,0
NX_P55058,,PLTP,20,protein level,PE1,0
NX_P0C880,,-,20,uncertain,PE5,0
NX_Q9H4Z3,,PCIF1,20,protein level,PE1,0
NX_Q9H4Z2,,ZNF335,20,protein level,PE1,0
NX_P14780,,MMP9,20,protein level,PE1,0
NX_Q9H2X9,,SLC12A5,20,protein level,PE1,0
NX_Q9HCD5,,NCOA5,20,protein level,PE1,0
NX_P25942,,CD40,20,protein level,PE1,0
NX_Q9UJ99,,CDH22,20,transcript level,PE2,1
NX_Q9NQQ7,,SLC35C2,20,protein level,PE1,0
NX_Q96JJ3,,ELMO2,20,protein level,PE1,0
NX_Q8NDT4,,ZNF663,20,transcript level,PE2,1
NX_A6NDX5,,ZNF840,20,uncertain,PE5,0
NX_Q9HCZ1,,ZNF334,20,transcript level,PE2,1
NX_Q9BR26,,OCSTAMP,20,protein level,PE1,0
NX_Q8WWT9,,SLC13A3,20,protein level,PE1,0
NX_Q96S44,,TP53RK,20,protein level,PE1,0
NX_O95528,,SLC2A10,20,protein level,PE1,0
NX_O00167,,EYA2,20,protein level,PE1,0
NX_Q9ULU4,,ZMYND8,20,protein level,PE1,0
NX_Q9Y6Q9,,NCOA3,20,protein level,PE1,0
NX_Q8IWU5,,SULF2,20,protein level,PE1,0
NX_Q8TCU6,,PREX1,20,protein level,PE1,0
NX_Q9Y6D5,,ARFGEF2,20,protein level,PE1,0
NX_P55060,,CSE1L,20,protein level,PE1,0
NX_O95793,,STAU1,20,protein level,PE1,0
NX_Q96GQ7,,DDX27,20,protein level,PE1,0
NX_Q9P2E3,,ZNFX1,20,protein level,PE1,0
NX_Q14721,,KCNB1,20,protein level,PE1,0
NX_Q16647,,PTGIS,20,protein level,PE1,0
NX_O43286,,B4GALT5,20,protein level,PE1,0
NX_Q9Y2E8,,SLC9A8,20,protein level,PE1,0
NX_Q9UM82,,SPATA2,20,protein level,PE1,0
NX_Q9Y508,,RNF114,20,protein level,PE1,0
NX_O95863,,SNAI1,20,protein level,PE1,0
NX_Q13404,,UBE2V1,20,protein level,PE1,0
NX_A5PLL7,,TMEM189,20,protein level,PE1,0
NX_P17676,,CEBPB,20,protein level,PE1,0
NX_P18031,,PTPN1,20,protein level,PE1,0
NX_Q96MK2,,FAM65C,20,protein level,PE1,0
NX_Q9BYG5,,PARD6B,20,protein level,PE1,0
NX_Q8TDM0,,BCAS4,20,protein level,PE1,0
NX_Q9H2P0,,ADNP,20,protein level,PE1,0
NX_O60762,,DPM1,20,protein level,PE1,0
NX_O95396,,MOCS3,20,protein level,PE1,0
NX_Q9UIX4,,KCNG1,20,transcript level,PE2,1
NX_Q13469,,NFATC2,20,protein level,PE1,0
NX_O75110,,ATP9A,20,protein level,PE1,0
NX_Q9UJQ4,,SALL4,20,protein level,PE1,0
NX_Q9NPA5,,ZFP64,20,protein level,PE1,0
NX_Q9NTW7,,ZFP64,20,transcript level,PE2,1
NX_Q9NRE2,,TSHZ2,20,protein level,PE1,0
NX_O75362,,ZNF217,20,protein level,PE1,0
NX_O75363,,BCAS1,20,protein level,PE1,0
NX_Q07973,,CYP24A1,20,protein level,PE1,0
NX_Q9NQP4,,PFDN4,20,protein level,PE1,0
NX_Q9P104,,DOK5,20,protein level,PE1,0
NX_Q9NTU7,,CBLN4,20,protein level,PE1,0
NX_P41968,,MC3R,20,protein level,PE1,0
NX_Q96KR6,,FAM210B,20,protein level,PE1,0
NX_O14965,,AURKA,20,protein level,PE1,0
NX_Q05048,,CSTF1,20,protein level,PE1,0
NX_Q9NQ75,,CASS4,20,protein level,PE1,0
NX_Q9BY42,,RTFDC1,20,protein level,PE1,0
NX_Q6ZNI0,,GCNT7,20,transcript level,PE2,1
NX_Q5JX71,,FAM209A,20,transcript level,PE2,1
NX_Q5JX69,,FAM209B,20,transcript level,PE2,1
NX_Q92754,,TFAP2C,20,protein level,PE1,0
NX_P18075,,BMP7,20,protein level,PE1,0
NX_Q9Y5K1,,SPO11,20,transcript level,PE2,1
NX_P78406,,RAE1,20,protein level,PE1,0
NX_P0CJ70,,MTRNR2L3,20,transcript level,PE2,1
NX_Q9H0Z9,,RBM38,20,protein level,PE1,0
NX_B2RPK0,,HMGB1P1,20,uncertain,PE5,0
NX_Q8NI51,,CTCFL,20,protein level,PE1,0
NX_P35558,,PCK1,20,protein level,PE1,0
NX_Q9H171,,ZBP1,20,protein level,PE1,0
NX_Q969W9,,PMEPA1,20,protein level,PE1,0
NX_Q9H1P6,,C20orf85,20,transcript level,PE2,1
NX_Q9BZ19,,ANKRD60,20,transcript level,PE2,1
NX_Q9P1A2,,PPP4R1L,20,uncertain,PE5,0
NX_Q9UL26,,RAB22A,20,protein level,PE1,0
NX_O95292,,VAPB,20,protein level,PE1,0
NX_Q8NCL9,,APCDD1L,20,transcript level,PE2,1
NX_O14662,,STX16,20,protein level,PE1,0
NX_Q8NDH3,,NPEPL1,20,protein level,PE1,0
NX_O95467,,GNAS,20,protein level,PE1,0
NX_P63092,,GNAS,20,protein level,PE1,0
NX_P84996,,GNAS,20,protein level,PE1,0
NX_Q5JWF2,,GNAS,20,protein level,PE1,0
NX_Q8IXH7,,NELFCD,20,protein level,PE1,0
NX_Q9UBR2,,CTSZ,20,protein level,PE1,0
NX_Q9H4B7,,TUBB1,20,protein level,PE1,0
NX_P56381,,ATP5E,20,protein level,PE1,0
NX_Q9Y3B1,,SLMO2,20,protein level,PE1,0
NX_Q5JPB2,,ZNF831,20,protein level,PE1,0
NX_P14138,,EDN3,20,protein level,PE1,0
NX_Q96KR7,,PHACTR3,20,protein level,PE1,0
NX_Q9BX26,,SYCP2,20,protein level,PE1,0
NX_Q9NTX9,,FAM217B,20,protein level,PE1,0
NX_O95685,,PPP1R3D,20,protein level,PE1,0
NX_Q8IXH8,,CDH26,20,transcript level,PE2,1
NX_Q8N268,,C20orf197,20,protein level,PE1,0
NX_P55283,,CDH4,20,protein level,PE1,0
NX_O00268,,TAF4,20,protein level,PE1,0
NX_Q9BX40,,LSM14B,20,protein level,PE1,0
NX_O14818,,PSMA7,20,protein level,PE1,0
NX_O75177,,SS18L1,20,protein level,PE1,0
NX_Q9H4K7,,MTG2,20,protein level,PE1,0
NX_Q9Y5N1,,HRH3,20,protein level,PE1,0
NX_Q6ZTC4,,-,20,transcript level,PE2,1
NX_Q9H1P3,,OSBPL2,20,protein level,PE1,0
NX_Q16186,,ADRM1,20,protein level,PE1,0
NX_O15230,,LAMA5,20,protein level,PE1,0
NX_P63220,,RPS21,20,protein level,PE1,0
NX_Q9BTV7,,CABLES2,20,protein level,PE1,0
NX_Q8NC74,,RBBP8NL,20,protein level,PE1,0
NX_Q9BWX5,,GATA5,20,protein level,PE1,0
NX_Q96NR2,,C20orf166-AS1,20,transcript level,PE2,1
NX_Q9H1L0,,C20orf166,20,transcript level,PE2,1
NX_Q96BD0,,SLCO4A1,20,protein level,PE1,0
NX_P30989,,NTSR1,20,protein level,PE1,0
NX_Q9NV56,,MRGBP,20,protein level,PE1,0
NX_Q9NZT2,,OGFR,20,protein level,PE1,0
NX_Q14050,,COL9A3,20,protein level,PE1,0
NX_Q9UL49,,TCFL5,20,transcript level,PE2,1
NX_Q9H4G8,,DPH3P1,20,uncertain,PE5,0
NX_Q9BTC0,,DIDO1,20,protein level,PE1,0
NX_Q9NWU2,,GID8,20,protein level,PE1,0
NX_Q9BYT1,,SLC17A9,20,transcript level,PE2,1
NX_Q8NDY6,,BHLHE23,20,transcript level,PE2,1
NX_Q9BYJ9,,YTHDF1,20,protein level,PE1,0
NX_Q96CA5,,BIRC7,20,protein level,PE1,0
NX_Q8IVV8,,NKAIN4,20,transcript level,PE2,1
NX_Q8N6T3,,ARFGAP1,20,protein level,PE1,0
NX_Q9P218,,COL20A1,20,protein level,PE1,0
NX_P43681,,CHRNA4,20,protein level,PE1,0
NX_O43526,,KCNQ2,20,protein level,PE1,0
NX_Q05639,,EEF1A2,20,protein level,PE1,0
NX_Q9H3Y8,,PPDPF,20,protein level,PE1,0
NX_Q13882,,PTK6,20,protein level,PE1,0
NX_Q9H3Y6,,SRMS,20,protein level,PE1,0
NX_Q9BVV2,,C20orf195,20,transcript level,PE2,1
NX_Q9BYK8,,HELZ2,20,protein level,PE1,0
NX_Q9UKD1,,GMEB2,20,protein level,PE1,0
NX_Q9NZ72,,STMN3,20,protein level,PE1,0
NX_Q9NZ71,,RTEL1,20,protein level,PE1,0
NX_O95407,,TNFRSF6B,20,protein level,PE1,0
NX_Q13795,,ARFRP1,20,protein level,PE1,0
NX_Q8N5A5,,ZGPAT,20,protein level,PE1,0
NX_Q9H400,,LIME1,20,protein level,PE1,0
NX_Q9NR83,,SLC2A4RG,20,protein level,PE1,0
NX_Q86UZ6,,ZBTB46,20,protein level,PE1,0
NX_Q9H3Z7,,ABHD16B,20,transcript level,PE2,1
NX_O43399,,TPD52L2,20,protein level,PE1,0
NX_Q9H3Z4,,DNAJC5,20,protein level,PE1,0
NX_Q9NWZ5,,UCKL1,20,protein level,PE1,0
NX_Q96KM6,,ZNF512B,20,protein level,PE1,0
NX_Q9BYL1,,SAMD10,20,transcript level,PE2,1
NX_O94906,,PRPF6,20,protein level,PE1,0
NX_Q6ZNR8,,LINC00176,20,uncertain,PE5,0
NX_P35713,,SOX18,20,protein level,PE1,0
NX_Q15560,,TCEA2,20,protein level,PE1,0
NX_P49795,,RGS19,20,protein level,PE1,0
NX_P41146,,OPRL1,20,protein level,PE1,0
NX_Q8TD35,,C20orf201,20,transcript level,PE2,1
NX_P48146,,NPBWR2,20,protein level,PE1,0
NX_Q01538,,MYT1,20,protein level,PE1,0
NX_Q9NV79,,PCMTD2,20,protein level,PE1,0
NX_A6NJS3,,IGHV1OR21-1,21,uncertain,PE5,0
NX_P56180,,TPTE,21,transcript level,PE2,1
NX_Q86Y30,,BAGE2,21,transcript level,PE2,1
NX_Q9NSJ1,,ZNF355P,21,uncertain,PE5,0
NX_Q86YR6,,POTED,21,transcript level,PE2,1
NX_Q6XZB0,,LIPI,21,protein level,PE1,0
NX_P57052,,RBM11,21,protein level,PE1,0
NX_Q9NSE7,,ABCC13,21,transcript level,PE2,1
NX_P48723,,HSPA13,21,protein level,PE1,0
NX_Q9NSI8,,SAMSN1,21,protein level,PE1,0
NX_A8MT66,,-,21,uncertain,PE5,0
NX_P48552,,NRIP1,21,protein level,PE1,0
NX_Q9UHP3,,USP25,21,protein level,PE1,0
NX_A1L4M7,,LINC00478,21,uncertain,PE5,0
NX_A6NIU2,,C21orf37,21,uncertain,PE5,0
NX_P78310,,CXADR,21,protein level,PE1,0
NX_Q14201,,BTG3,21,transcript level,PE2,1
NX_Q9NYK6,,EURL,21,transcript level,PE2,1
NX_Q9H9P2,,CHODL,21,transcript level,PE2,1
NX_P98073,,TMPRSS15,21,protein level,PE1,0
NX_O15394,,NCAM2,21,protein level,PE1,0
NX_Q8TCZ7,,LINC00308,21,uncertain,PE5,0
NX_P58513,,LINC00158,21,uncertain,PE5,0
NX_Q9NYK5,,MRPL39,21,protein level,PE1,0
NX_P57087,,JAM2,21,protein level,PE1,0
NX_P18859,,ATP5J,21,protein level,PE1,0
NX_Q06546,,GABPA,21,protein level,PE1,0
NX_P05067,,APP,21,protein level,PE1,0
NX_Q96J86,,CYYR1,21,protein level,PE1,0
NX_Q9UHI8,,ADAMTS1,21,protein level,PE1,0
NX_Q9UNA0,,ADAMTS5,21,protein level,PE1,0
NX_P59092,,LINC00314,21,uncertain,PE5,0
NX_P59043,,LINC00161,21,uncertain,PE5,0
NX_Q9Y5N5,,N6AMT1,21,protein level,PE1,0
NX_O94822,,LTN1,21,protein level,PE1,0
NX_P57060,,RWDD2B,21,protein level,PE1,0
NX_Q9Y5T5,,USP16,21,protein level,PE1,0
NX_P50990,,CCT8,21,protein level,PE1,0
NX_P57077,,MAP3K7CL,21,protein level,PE1,0
NX_O14867,,BACH1,21,protein level,PE1,0
NX_P39086,,GRIK1,21,protein level,PE1,0
NX_P56750,,CLDN17,21,protein level,PE1,0
NX_P56748,,CLDN8,21,transcript level,PE2,1
NX_Q3LI83,,KRTAP24-1,21,protein level,PE1,0
NX_Q3LHN0,,KRTAP25-1,21,transcript level,PE2,1
NX_Q6PEX3,,KRTAP26-1,21,protein level,PE1,0
NX_Q3LI81,,KRTAP27-1,21,transcript level,PE2,1
NX_A1A580,,KRTAP23-1,21,transcript level,PE2,1
NX_Q52LG2,,KRTAP13-2,21,protein level,PE1,0
NX_Q8IUC0,,KRTAP13-1,21,protein level,PE1,0
NX_Q3SY46,,KRTAP13-3,21,transcript level,PE2,1
NX_Q3LI77,,KRTAP13-4,21,protein level,PE1,0
NX_Q3LI76,,KRTAP15-1,21,transcript level,PE2,1
NX_Q8IUB9,,KRTAP19-1,21,transcript level,PE2,1
NX_Q3LHN2,,KRTAP19-2,21,transcript level,PE2,1
NX_Q7Z4W3,,KRTAP19-3,21,transcript level,PE2,1
NX_Q3LI73,,KRTAP19-4,21,transcript level,PE2,1
NX_Q3LI72,,KRTAP19-5,21,protein level,PE1,0
NX_Q3LI70,,KRTAP19-6,21,transcript level,PE2,1
NX_Q3SYF9,,KRTAP19-7,21,transcript level,PE2,1
NX_Q3LI68,,KRTAP22-2,21,homology,PE3,1
NX_Q3LI67,,KRTAP6-3,21,transcript level,PE2,1
NX_Q3LI66,,KRTAP6-2,21,transcript level,PE2,1
NX_Q3MIV0,,KRTAP22-1,21,transcript level,PE2,1
NX_Q3LI64,,KRTAP6-1,21,transcript level,PE2,1
NX_Q3LI63,,KRTAP20-1,21,transcript level,PE2,1
NX_Q3LI62,,KRTAP20-4,21,homology,PE3,1
NX_Q3LI61,,KRTAP20-2,21,protein level,PE1,0
NX_Q3LI60,,KRTAP20-3,21,homology,PE3,1
NX_Q3LHN1,,KRTAP21-3,21,homology,PE3,1
NX_Q3LI59,,KRTAP21-2,21,protein level,PE1,0
NX_Q3LI58,,KRTAP21-1,21,transcript level,PE2,1
NX_Q8IUC2,,KRTAP8-1,21,transcript level,PE2,1
NX_Q8IUC3,,KRTAP7-1,21,protein level,PE1,0
NX_Q8IUC1,,KRTAP11-1,21,protein level,PE1,0
NX_Q3LI54,,KRTAP19-8,21,transcript level,PE2,1
NX_Q13009,,TIAM1,21,protein level,PE1,0
NX_P00441,,SOD1,21,protein level,PE1,0
NX_O95104,,SCAF4,21,protein level,PE1,0
NX_P57058,,HUNK,21,protein level,PE1,0
NX_Q9NYP9,,MIS18A,21,protein level,PE1,0
NX_Q8TCY5,,MRAP,21,protein level,PE1,0
NX_O60287,,URB1,21,protein level,PE1,0
NX_Q96HZ7,,C21orf119,21,uncertain,PE5,0
NX_P58658,,EVA1C,21,protein level,PE1,0
NX_Q9NV44,,LINC00846,21,uncertain,PE5,0
NX_Q8TDR4,,TCP10L,21,protein level,PE1,0
NX_P57076,,C21orf59,21,protein level,PE1,0
NX_O43426,,SYNJ1,21,protein level,PE1,0
NX_Q9Y5B6,,PAXBP1,21,protein level,PE1,0
NX_Q17RA5,,C21orf49,21,uncertain,PE5,0
NX_Q9NYP8,,C21orf62,21,protein level,PE1,0
NX_Q13516,,OLIG2,21,protein level,PE1,0
NX_Q8TAK6,,OLIG1,21,protein level,PE1,0
NX_A6NM66,,C21orf54,21,transcript level,PE2,1
NX_P48551,,IFNAR2,21,protein level,PE1,0
NX_Q08334,,IL10RB,21,protein level,PE1,0
NX_P17181,,IFNAR1,21,protein level,PE1,0
NX_P38484,,IFNGR2,21,protein level,PE1,0
NX_P56557,,TMEM50B,21,protein level,PE1,0
NX_Q9NX36,,DNAJC28,21,protein level,PE1,0
NX_P22102,,GART,21,protein level,PE1,0
NX_P18583,,SON,21,protein level,PE1,0
NX_Q9NYP3,,DONSON,21,protein level,PE1,0
NX_O95825,,CRYZL1,21,protein level,PE1,0
NX_Q15811,,ITSN1,21,protein level,PE1,0
NX_P48047,,ATP5O,21,protein level,PE1,0
NX_P82932,,MRPS6,21,protein level,PE1,0
NX_P53794,,SLC5A3,21,protein level,PE1,0
NX_P59036,,LINC00310,21,uncertain,PE5,0
NX_Q9Y6J6,,KCNE2,21,protein level,PE1,0
NX_P58511,,SMIM11,21,protein level,PE1,0
NX_B9A014,,-,21,transcript level,PE2,1
NX_A8MWV9,,-,21,uncertain,PE5,0
NX_P15382,,KCNE1,21,protein level,PE1,0
NX_P53805,,RCAN1,21,protein level,PE1,0
NX_Q96NY7,,CLIC6,21,protein level,PE1,0
NX_Q01196,,RUNX1,21,protein level,PE1,0
NX_Q9H7H1,,RUNX1-IT1,21,transcript level,PE2,1
NX_Q9NVD3,,SETD4,21,transcript level,PE2,1
NX_P16152,,CBR1,21,protein level,PE1,0
NX_O75828,,CBR3,21,protein level,PE1,0
NX_Q9Y3R5,,DOPEY2,21,protein level,PE1,0
NX_Q14149,,MORC3,21,protein level,PE1,0
NX_Q13112,,CHAF1B,21,protein level,PE1,0
NX_O95500,,CLDN14,21,protein level,PE1,0
NX_Q14190,,SIM2,21,protein level,PE1,0
NX_P50747,,HLCS,21,protein level,PE1,0
NX_P57055,,RIPPLY3,21,transcript level,PE2,1
NX_P57054,,PIGP,21,protein level,PE1,0
NX_P53804,,TTC3,21,protein level,PE1,0
NX_P59020,,DSCR9,21,transcript level,PE2,1
NX_O14972,,DSCR3,21,protein level,PE1,0
NX_Q13627,,DYRK1A,21,protein level,PE1,0
NX_P48051,,KCNJ6,21,protein level,PE1,0
NX_P56555,,DSCR4,21,transcript level,PE2,1
NX_Q96T75,,DSCR8,21,transcript level,PE2,1
NX_Q99712,,KCNJ15,21,protein level,PE1,0
NX_P59022,,DSCR10,21,transcript level,PE2,1
NX_P11308,,ERG,21,protein level,PE1,0
NX_Q6XXX2,,LINC00114,21,uncertain,PE5,0
NX_P15036,,ETS2,21,protein level,PE1,0
NX_Q9UJ94,,LINC00527,21,uncertain,PE5,0
NX_O95456,,PSMG1,21,protein level,PE1,0
NX_Q9NSI6,,BRWD1,21,protein level,PE1,0
NX_P59051,,BRWD1-IT2,21,uncertain,PE5,0
NX_P05114,,HMGN1,21,protein level,PE1,0
NX_O00258,,WRB,21,protein level,PE1,0
NX_O95447,,LCA5L,21,transcript level,PE2,1
NX_P55822,,SH3BGR,21,protein level,PE1,0
NX_Q9Y2C3,,B3GALT5,21,protein level,PE1,0
NX_P59052,,C21orf88,21,uncertain,PE5,0
NX_Q9NSI5,,IGSF5,21,transcript level,PE2,1
NX_P48539,,PCP4,21,protein level,PE1,0
NX_O60469,,DSCAM,21,protein level,PE1,0
NX_Q9Y5Z0,,BACE2,21,protein level,PE1,0
NX_Q8WY50,,PLAC4,21,transcript level,PE2,1
NX_P58499,,FAM3B,21,protein level,PE1,0
NX_P20592,,MX2,21,protein level,PE1,0
NX_P20591,,MX1,21,protein level,PE1,0
NX_O15393,,TMPRSS2,21,protein level,PE1,0
NX_Q96M42,,LINC00479,21,uncertain,PE5,0
NX_P57078,,RIPK4,21,protein level,PE1,0
NX_P57071,,PRDM15,21,transcript level,PE2,1
NX_Q9Y426,,C2CD2,21,protein level,PE1,0
NX_Q9ULJ3,,ZBTB21,21,protein level,PE1,0
NX_Q8N0V1,,ZNF295-AS1,21,uncertain,PE5,0
NX_Q5DID0,,UMODL1,21,transcript level,PE2,1
NX_Q8N2C9,,C21orf128,21,transcript level,PE2,1
NX_P45844,,ABCG1,21,protein level,PE1,0
NX_Q07654,,TFF3,21,protein level,PE1,0
NX_Q03403,,TFF2,21,protein level,PE1,0
NX_P04155,,TFF1,21,protein level,PE1,0
NX_P57727,,TMPRSS3,21,protein level,PE1,0
NX_P57075,,UBASH3A,21,protein level,PE1,0
NX_Q8WYR4,,RSPH1,21,transcript level,PE2,1
NX_P57057,,SLC37A1,21,protein level,PE1,0
NX_O76083,,PDE9A,21,protein level,PE1,0
