Protein,Anchor,Gene,Chromosome,Source,Score
Q2WGJ9,1,ENSG00000214814,8,PICR,3
Q2WGN9,0,ENSG00000215568,22,PICR,3
Q2XQG4,1,ENSG00000269741,19,PICR,3
Q2XQZ0,1,ENSG00000145536,5,PICR,3
Q2Y0W8,0,ENSG00000050438,12,PICR,3
Q2Y0W8-2,0,ENSG00000050438,12,PICR,3
Q2Y0W8-3,0,ENSG00000050438,12,PICR,3
Q2Y0W8-4,0,ENSG00000050438,12,PICR,3
Q2Y0W8-5,0,ENSG00000050438,12,PICR,3
Q2Y0W8-6,0,ENSG00000050438,12,PICR,3
Q2Y0W8-7,0,ENSG00000050438,12,PICR,3
Q2YD98,0,ENSG00000163945,4,PICR,3
Q2YD98-2,0,ENSG00000163945,4,PICR,3
Q2YDB7,0,ENSG00000108179,10,PICR,3
Q2YDW8,0,ENSG00000118322,5,PICR,3
Q2Z196,0,ENSG00000169016,2,PICR,3
Q2Z197,0,ENSG00000169016,2,PICR,3
Q30118,0,ENSG00000227993,HSCHR6_MHC_COX,PICR,3
Q30134,0,ENSG00000206306,HSCHR6_MHC_QBL,PICR,2
Q30154,1,ENSG00000198502,6,PICR,3
Q30167,0,ENSG00000228080,HSCHR6_MHC_SSTO,PICR,2
Q30201,0,ENSG00000010704,6,PICR,3
Q30201-10,0,ENSG00000010704,6,PICR,3
Q30201-11,0,ENSG00000010704,6,PICR,3
Q30201-2,0,ENSG00000010704,6,PICR,3
Q30201-3,0,ENSG00000010704,6,PICR,3
Q30201-4,0,ENSG00000010704,6,PICR,3
Q30201-5,0,ENSG00000010704,6,PICR,3
Q30201-6,0,ENSG00000010704,6,PICR,3
Q30201-7,0,ENSG00000010704,6,PICR,3
Q30201-8,0,ENSG00000010704,6,PICR,3
Q30201-9,0,ENSG00000010704,6,PICR,1
Q308M2,0,ENSG00000107643,10,PICR,3
Q309B1,0,ENSG00000108448,17,PICR,3
Q309B1-2,0,ENSG00000108448,17,PICR,3
Q30KP8,1,ENSG00000205884,8,PICR,3
Q30KP9,1,ENSG00000205883,8,PICR,3
Q30KQ1,1,ENSG00000214643,6,PICR,3
Q30KQ2,1,ENSG00000233050,8,PICR,3
Q30KQ3,1,ENSG00000212717,20,PICR,3
Q30KQ4,1,ENSG00000215545,20,PICR,3
Q30KQ5,1,ENSG00000215547,20,PICR,3
Q30KQ6,1,ENSG00000177684,6,PICR,3
Q30KQ7,1,ENSG00000214642,6,PICR,3
Q30KQ8,1,ENSG00000180872,6,PICR,3
Q30KQ9,1,ENSG00000203970,6,PICR,3
Q30KQ9-2,0,ENSG00000203970,6,PICR,3
Q30KR1,0,null,8,UniProt,3
Q31610,0,ENSG00000234745,6,PICR,2
Q31611,1,ENSG00000235346,HSCHR6_MHC_DBB,PICR,3
Q31612,0,ENSG00000234745,6,PICR,2
Q32M42,0,ENSG00000170011,3,PICR,3
Q32M45,0,ENSG00000262139,HSCHR12_3_CTG2_1,PICR,3
Q32M45-2,0,ENSG00000262139,HSCHR12_3_CTG2_1,PICR,3
Q32M45-3,0,ENSG00000262139,HSCHR12_3_CTG2_1,PICR,3
Q32M46,0,ENSG00000012124,19,PICR,3
Q32M78,1,ENSG00000196110,19,PICR,3
Q32M84,1,ENSG00000138152,10,PICR,3
Q32M84-2,0,ENSG00000138152,10,PICR,3
Q32M88,0,ENSG00000142102,11,PICR,3
Q32M88-2,0,ENSG00000142102,11,PICR,3
Q32M92,1,ENSG00000183643,15,PICR,3
Q32M92-2,0,ENSG00000183643,15,PICR,3
Q32MH5,0,ENSG00000047346,15,PICR,3
Q32MH5-2,0,ENSG00000047346,15,PICR,3
Q32MH5-3,0,ENSG00000047346,15,PICR,3
Q32MK0,1,ENSG00000140795,16,PICR,3
Q32MK0-4,0,ENSG00000140795,16,PICR,3
Q32MK9,0,ENSG00000168826,4,PICR,3
Q32MM7,0,ENSG00000105650,19,PICR,3
Q32MM9,0,ENSG00000174483,11,PICR,3
Q32MN5,0,ENSG00000197446,19,PICR,3
Q32MQ0,0,ENSG00000141579,17,PICR,3
Q32MZ4,0,ENSG00000124831,2,PICR,3
Q32MZ4-2,0,ENSG00000124831,2,PICR,3
Q32MZ4-3,0,ENSG00000124831,2,PICR,3
Q32MZ9,0,ENSG00000077514,11,PICR,3
Q32N00,0,ENSG00000077514,11,PICR,3
Q32N04,1,ENSG00000147166,X,PICR,3
Q32NB8,0,ENSG00000087157,17,PICR,3
Q32NB8-2,0,ENSG00000087157,17,PICR,3
Q32NB8-3,0,ENSG00000087157,17,PICR,3
Q32NB8-4,0,ENSG00000087157,17,PICR,3
Q32NC0,0,ENSG00000141428,18,PICR,3
Q32P28,0,ENSG00000117385,1,PICR,3
Q32P28-2,0,ENSG00000117385,1,PICR,1
Q32P28-3,0,ENSG00000117385,1,PICR,3
Q32P41,0,ENSG00000126814,14,PICR,3
Q32P44,0,ENSG00000149499,11,PICR,3
Q32P44-2,0,ENSG00000149499,11,PICR,3
Q32P44-3,0,ENSG00000149499,11,PICR,3
Q32P50,1,ENSG00000212952,9,PICR,3
Q32P51,1,ENSG00000139675,13,PICR,3
Q32Q12,0,ENSG00000011052,17,PICR,3
Q32Q52,1,ENSG00000214215,12,PICR,3
Q32Q52-2,0,ENSG00000214215,12,PICR,3
Q32VQ0,0,null,15,UniProt,3
Q32W76,0,ENSG00000008226,3,PICR,3
Q32ZL2,1,ENSG00000117598,1,PICR,3
Q32ZL2-2,0,ENSG00000117598,1,PICR,3
Q330K1,0,ENSG00000105197,19,PICR,3
Q330K2,0,ENSG00000156170,8,PICR,3
Q330K2-2,0,ENSG00000156170,8,PICR,3
Q330K2-3,0,ENSG00000156170,8,PICR,3
Q33E94,0,ENSG00000111783,12,PICR,3
Q33E94-2,0,ENSG00000111783,12,PICR,3
Q33E94-3,0,ENSG00000111783,12,PICR,3
Q33E94-4,0,ENSG00000111783,12,PICR,3
Q38SD2,0,ENSG00000154237,15,PICR,3
Q38SD2-2,0,ENSG00000154237,15,PICR,3
Q3B726,1,ENSG00000105849,7,PICR,3
Q3B759,0,ENSG00000105048,19,PICR,3
Q3B794,0,ENSG00000164506,6,PICR,3
Q3B7A4,0,ENSG00000089157,12,PICR,3
Q3B7B7,0,ENSG00000115966,2,PICR,3
Q3B7I2,1,ENSG00000146910,7,PICR,3
Q3B7J2,1,ENSG00000141098,16,PICR,3
Q3B7J2-2,0,ENSG00000141098,16,PICR,3
Q3B7J8,0,ENSG00000196150,8,PICR,3
Q3B7S5,0,ENSG00000206026,18,PICR,3
Q3B7T1,0,ENSG00000107938,10,PICR,3
Q3B7T1-3,0,ENSG00000107938,10,PICR,3
Q3B7T1-4,0,ENSG00000107938,10,PICR,3
Q3B7T1-5,0,ENSG00000107938,10,PICR,3
Q3B7T3,0,ENSG00000166546,16,PICR,3
Q3B7T3-2,0,ENSG00000166546,16,PICR,3
Q3B7W8,0,ENSG00000077232,2,PICR,3
Q3B820,0,ENSG00000170264,2,PICR,3
Q3B820-2,0,ENSG00000170264,2,PICR,1
Q3B820-3,0,ENSG00000170264,2,PICR,3
Q3B891,0,ENSG00000012048,17,PICR,3
Q3B8N2,0,ENSG00000170298,17,PICR,3
Q3B8N2-2,0,ENSG00000170298,17,PICR,3
Q3B8N5,0,ENSG00000119608,14,PICR,3
Q3B8N5-2,0,ENSG00000119608,14,PICR,3
Q3BBV0,0,null,1,UniProt,3
Q3BBV1,0,null,1,UniProt,3
Q3BBV2,0,null,1,UniProt,3
Q3BBW0,0,null,1,UniProt,3
Q3BDU3,0,ENSG00000064933,2,PICR,3
Q3C1V0,0,ENSG00000214782,11,PICR,3
Q3C1V1,0,ENSG00000205177,11,PICR,3
Q3C1V1-2,0,ENSG00000205177,11,PICR,3
Q3C1V8,1,ENSG00000188909,11,PICR,3
Q3C1V9,0,null,11,UniProt,3
Q3C1W6,0,null,11,UniProt,3
Q3C1X2,1,ENSG00000204306,11,PICR,3
Q3C1X4,0,ENSG00000146670,11,PICR,3
Q3HM38,0,ENSG00000105185,19,PICR,3
Q3I5F7,0,ENSG00000205669,14,PICR,3
Q3I768,1,ENSG00000107560,10,PICR,3
Q3KNR3,0,ENSG00000179934,3,PICR,3
Q3KNS1,1,ENSG00000262672,HSCHR10_1_CTG2,PICR,3
Q3KNS6,1,ENSG00000185869,19,PICR,3
Q3KNS6-2,0,ENSG00000185869,19,PICR,3
Q3KNT2,0,ENSG00000105672,19,PICR,3
Q3KNT7,0,null,7,UniProt,3
Q3KNT7-2,0,null,7,UniProt,3
Q3KNT7-3,0,null,7,UniProt,3
Q3KNT9,1,ENSG00000182896,17,PICR,3
Q3KNT9-2,0,ENSG00000182896,17,PICR,3
Q3KNT9-3,0,ENSG00000182896,17,PICR,3
Q3KNV8,0,ENSG00000185619,4,PICR,3
Q3KNV8-2,0,ENSG00000185619,4,PICR,3
Q3KNW1,1,ENSG00000185669,16,PICR,3
Q3KNW3,0,ENSG00000181322,3,PICR,3
Q3KNW5,0,ENSG00000145283,4,PICR,3
Q3KP22,0,ENSG00000168070,11,PICR,3
Q3KP31,0,ENSG00000173875,19,PICR,3
Q3KP44,0,ENSG00000164512,5,PICR,3
Q3KP44-2,0,ENSG00000164512,5,PICR,3
Q3KP44-3,0,ENSG00000164512,5,PICR,3
Q3KP66,0,ENSG00000163362,1,PICR,3
Q3KP66-3,0,ENSG00000163362,1,PICR,3
Q3KPE8,0,ENSG00000115607,2,PICR,3
Q3KPI0,0,ENSG00000007129,19,PICR,3
Q3KPI0-2,0,ENSG00000007129,19,PICR,3
Q3KPI0-3,0,ENSG00000007129,19,PICR,3
Q3KQS6,0,ENSG00000196549,3,PICR,3
Q3KQU3,0,ENSG00000116871,1,PICR,3
Q3KQU3-2,0,ENSG00000116871,1,PICR,3
Q3KQU3-3,0,ENSG00000116871,1,PICR,3
Q3KQU3-4,0,ENSG00000116871,1,PICR,3
Q3KQV3,1,ENSG00000180884,19,PICR,3
Q3KQV9,1,ENSG00000197355,9,PICR,3
Q3KQV9-2,0,ENSG00000197355,9,PICR,3
Q3KQZ1,1,ENSG00000125434,17,PICR,3
Q3KQZ1-2,0,ENSG00000125434,17,PICR,3
Q3KQZ1-3,0,ENSG00000125434,17,PICR,3
Q3KQZ1-4,0,ENSG00000125434,17,PICR,3
Q3KQZ2,0,ENSG00000108639,17,PICR,3
Q3KR16,0,ENSG00000008323,12,PICR,3
Q3KR16-2,0,ENSG00000008323,12,PICR,3
Q3KR16-3,0,ENSG00000008323,12,PICR,3
Q3KR37,0,ENSG00000023171,11,PICR,3
Q3KR37-2,0,ENSG00000023171,11,PICR,3
Q3KR37-3,0,ENSG00000023171,11,PICR,3
Q3KRA6,0,ENSG00000186132,2,PICR,3
Q3KRA9,0,ENSG00000239382,19,PICR,3
Q3KRA9-2,0,ENSG00000239382,19,PICR,3
Q3KRA9-3,0,ENSG00000239382,19,PICR,3
Q3KRB8,1,ENSG00000187951,15,PICR,3
Q3KZ29,0,ENSG00000111339,12,PICR,3
Q3KZ30,0,ENSG00000111339,12,PICR,3
Q3L1R4,1,ENSG00000234729,HSCHR6_MHC_COX,PICR,3
Q3L8U1,0,ENSG00000177200,16,PICR,3
Q3L8U1-2,0,ENSG00000177200,16,PICR,3
Q3L8U1-3,0,ENSG00000177200,16,PICR,3
Q3L8U2,0,ENSG00000102245,X,PICR,3
Q3LFD5,0,ENSG00000161133,22,PICR,2
Q3LHN0,1,ENSG00000232263,21,PICR,3
Q3LHN1,1,ENSG00000231068,21,PICR,3
Q3LHN2,1,ENSG00000186965,21,PICR,3
Q3LI54,1,ENSG00000206102,21,PICR,3
Q3LI58,1,ENSG00000187005,21,PICR,3
Q3LI59,1,ENSG00000187026,21,PICR,3
Q3LI60,1,ENSG00000206104,21,PICR,3
Q3LI61,1,ENSG00000184032,21,PICR,3
Q3LI62,1,ENSG00000206105,21,PICR,3
Q3LI63,1,ENSG00000244624,21,PICR,3
Q3LI64,1,ENSG00000184724,21,PICR,3
Q3LI66,1,ENSG00000186930,21,PICR,3
Q3LI67,1,ENSG00000212938,21,PICR,3
Q3LI68,1,ENSG00000206106,21,PICR,3
Q3LI70,1,ENSG00000186925,21,PICR,3
Q3LI72,1,ENSG00000186977,21,PICR,3
Q3LI73,1,ENSG00000186967,21,PICR,3
Q3LI76,1,ENSG00000186970,21,PICR,3
Q3LI77,1,ENSG00000186971,21,PICR,3
Q3LI81,1,ENSG00000206107,21,PICR,3
Q3LI83,1,ENSG00000188694,21,PICR,3
Q3LIE5,1,ENSG00000170222,17,PICR,3
Q3LIE5-3,0,ENSG00000170222,17,PICR,3
Q3LIG1,0,ENSG00000109819,4,PICR,3
Q3LXA3,0,ENSG00000149476,11,PICR,3
Q3MHB9,1,ENSG00000133107,13,PICR,3
Q3MHD2,0,ENSG00000161654,17,PICR,3
Q3MHD2-2,0,ENSG00000161654,17,PICR,3
Q3MHU9,0,ENSG00000085721,16,PICR,3
Q3MII6,0,ENSG00000269499,HG1436_HG1432_PATCH,PICR,3
Q3MII6-2,0,ENSG00000269499,HG1436_HG1432_PATCH,PICR,3
Q3MIM8,0,ENSG00000168487,8,PICR,3
Q3MIN7,0,ENSG00000205517,19,PICR,3
Q3MIN7-2,0,ENSG00000205517,19,PICR,3
Q3MIP1,0,ENSG00000205730,16,PICR,3
Q3MIR4,1,ENSG00000182107,14,PICR,3
Q3MIS6,0,ENSG00000167555,19,PICR,3
Q3MIS6-2,0,ENSG00000167555,19,PICR,1
Q3MIT2,0,ENSG00000162927,2,PICR,3
Q3MIV0,1,ENSG00000186924,21,PICR,3
Q3MIW9,1,ENSG00000232251,HSCHR6_MHC_DBB,PICR,3
Q3MIW9-2,0,ENSG00000168631,6,PICR,3
Q3MIX3,1,ENSG00000261694,HG243_PATCH,PICR,3
Q3MJ13,0,ENSG00000166415,15,PICR,3
Q3MJ16,0,null,15,UniProt,3
Q3MJ16-2,0,null,15,UniProt,3
Q3MJ40,0,null,17,UniProt,3
Q3MJ40-2,0,null,17,UniProt,3
Q3MJ62,0,ENSG00000187987,6,PICR,3
Q3MSN4,0,ENSG00000113580,5,PICR,3
Q3MUY2,1,ENSG00000255072,4,PICR,3
Q3SX64,1,ENSG00000181781,19,PICR,3
Q3SX64-2,0,ENSG00000181781,19,PICR,3
Q3SXM0,1,ENSG00000182308,4,PICR,3
Q3SXM5,0,ENSG00000103160,16,PICR,3
Q3SXM5-2,0,ENSG00000103160,16,PICR,3
Q3SXP7,1,ENSG00000138944,22,PICR,3
Q3SXR2,1,ENSG00000221972,3,PICR,3
Q3SXY7,1,ENSG00000183423,4,PICR,3
Q3SXY7-2,0,ENSG00000183423,4,PICR,3
Q3SXY8,0,ENSG00000169379,3,PICR,3
Q3SXY8-2,0,ENSG00000169379,3,PICR,3
Q3SXY8-3,0,ENSG00000169379,3,PICR,3
Q3SXZ0,0,ENSG00000173611,9,PICR,3
Q3SXZ3,0,null,4,UniProt,3
Q3SXZ3-2,0,null,4,UniProt,3
Q3SXZ7,0,ENSG00000131044,20,PICR,3
Q3SXZ7-2,0,ENSG00000131044,20,PICR,3
Q3SXZ7-3,0,ENSG00000131044,20,PICR,3
Q3SY00,0,null,11,UniProt,3
Q3SY00-2,0,null,11,UniProt,3
Q3SY05,0,null,1,UniProt,3
Q3SY05-2,0,null,1,UniProt,3
Q3SY17,0,ENSG00000141437,18,PICR,3
Q3SY37,0,ENSG00000092009,14,PICR,3
Q3SY46,1,ENSG00000240432,21,PICR,3
Q3SY49,1,ENSG00000269249,HG1433_PATCH,PICR,3
Q3SY52,0,ENSG00000171649,19,PICR,3
Q3SY52-2,0,ENSG00000171649,19,PICR,3
Q3SY52-3,0,ENSG00000171649,19,PICR,3
Q3SY56,1,ENSG00000189120,17,PICR,3
Q3SY61,0,ENSG00000162687,1,PICR,3
Q3SY69,0,ENSG00000136010,12,PICR,3
Q3SY69-2,0,ENSG00000136010,12,PICR,3
Q3SY69-3,0,ENSG00000136010,12,PICR,3
Q3SY77,0,ENSG00000168671,5,PICR,3
Q3SY77-2,0,ENSG00000168671,5,PICR,3
Q3SY79,0,ENSG00000154342,1,PICR,3
Q3SY84,1,ENSG00000139648,12,PICR,3
Q3SY88,0,ENSG00000139865,14,PICR,3
Q3SY89,1,ENSG00000234298,18,PICR,3
Q3SYA6,0,ENSG00000165509,X,PICR,3
Q3SYB3,1,ENSG00000204793,9,PICR,3
Q3SYB4,1,ENSG00000166634,18,PICR,3
Q3SYC2,1,ENSG00000166391,11,PICR,3
Q3SYC2-2,0,ENSG00000166391,11,PICR,3
Q3SYC2-3,0,ENSG00000166391,11,PICR,3
Q3SYD7,0,ENSG00000185024,14,PICR,3
Q3SYF9,1,ENSG00000244362,21,PICR,3
Q3SYG4,0,ENSG00000122507,7,PICR,3
Q3SYG4-2,0,ENSG00000122507,7,PICR,3
Q3SYG4-3,0,ENSG00000122507,7,PICR,3
Q3SYG4-4,0,ENSG00000122507,7,PICR,3
Q3SYG4-5,0,ENSG00000122507,7,PICR,3
Q3SYG4-6,0,ENSG00000122507,7,PICR,3
Q3SYP4,0,ENSG00000170113,15,PICR,3
Q3T1A9,0,ENSG00000266134,HG1304_PATCH,PICR,3
Q3T1D4,0,ENSG00000164520,6,PICR,3
Q3T7B4,0,ENSG00000043514,1,PICR,3
Q3T7B5,0,ENSG00000043514,1,PICR,3
Q3T7B8,0,ENSG00000043514,1,PICR,3
Q3T8J9,1,ENSG00000116580,1,PICR,3
Q3T8J9-2,0,ENSG00000116580,1,PICR,3
Q3T8J9-3,0,ENSG00000116580,1,PICR,3
Q3T906,0,ENSG00000111670,12,PICR,3
Q3T906-2,0,ENSG00000111670,12,PICR,3
Q3T907,0,ENSG00000185811,7,PICR,3
Q3V5L5,0,ENSG00000167889,17,PICR,3
Q3V5L5-2,0,ENSG00000167889,17,PICR,3
Q3V5L5-5,0,ENSG00000167889,17,PICR,3
Q3V6T2,0,ENSG00000115355,2,PICR,3
Q3V6T2-2,0,ENSG00000115355,2,PICR,3
Q3V6T2-3,0,ENSG00000115355,2,PICR,3
Q3V6T2-4,0,ENSG00000115355,2,PICR,3
Q3V6T2-5,0,ENSG00000115355,2,PICR,3
Q3Y452,0,null,6,UniProt,3
Q3YAD0,0,ENSG00000182132,5,PICR,3
Q3YBM2,1,ENSG00000106565,7,PICR,3
Q3YBM2-2,0,ENSG00000106565,7,PICR,3
Q3YBR2,0,ENSG00000154144,11,PICR,3
Q3YBR2-2,0,ENSG00000154144,11,PICR,3
Q3YBR2-3,0,ENSG00000154144,11,PICR,3
Q3YEC7,0,ENSG00000196642,9,PICR,3
Q3YEC7-2,0,ENSG00000196642,9,PICR,3
Q3YEC7-3,0,ENSG00000196642,9,PICR,3
Q3YEC7-4,0,ENSG00000196642,9,PICR,1
Q3YEC7-5,0,ENSG00000196642,9,PICR,3
Q3YEC7-6,0,ENSG00000196642,9,PICR,3
Q3ZAQ7,1,ENSG00000160131,X,PICR,3
Q3ZAQ7-2,0,ENSG00000160131,X,PICR,3
Q3ZB87,0,ENSG00000119042,2,PICR,3
Q3ZCM7,0,ENSG00000261456,HG905_PATCH,PICR,3
Q3ZCN5,0,ENSG00000165899,12,PICR,3
Q3ZCN8,0,ENSG00000166153,12,PICR,3
Q3ZCQ2,1,ENSG00000177721,5,PICR,3
Q3ZCQ3,0,ENSG00000185442,15,PICR,3
Q3ZCQ8,0,ENSG00000105197,19,PICR,3
Q3ZCQ8-2,0,ENSG00000105197,19,PICR,3
Q3ZCT1,1,ENSG00000254004,19,PICR,3
Q3ZCT8,0,ENSG00000187715,3,PICR,3
Q3ZCT8-2,0,ENSG00000187715,3,PICR,3
Q3ZCU0,0,ENSG00000179240,11,PICR,3
Q3ZCU0-2,0,ENSG00000179240,11,PICR,3
Q3ZCV1,0,ENSG00000170185,4,PICR,3
Q3ZCV2,1,ENSG00000162398,1,PICR,3
Q3ZCV2-2,0,ENSG00000162398,1,PICR,3
Q3ZCW2,0,ENSG00000119862,2,PICR,3
Q3ZCX4,0,ENSG00000198453,19,PICR,3
Q3ZCX4-2,0,ENSG00000198453,19,PICR,3
Q3ZE25,0,ENSG00000065357,12,PICR,3
Q3ZK31,0,ENSG00000167720,17,PICR,3
Q3ZLR7,0,null,X,UniProt,3
Q400G9,0,ENSG00000174945,7,PICR,3
Q401N2,1,ENSG00000186919,17,PICR,3
Q401N2-2,0,ENSG00000186919,17,PICR,3
Q401N2-3,0,ENSG00000186919,17,PICR,3
Q460N3,0,ENSG00000173200,3,PICR,3
Q460N3-2,0,ENSG00000173200,3,PICR,3
Q460N5,0,ENSG00000173193,3,PICR,3
Q460N5-1,0,ENSG00000173193,3,PICR,3
Q460N5-3,0,ENSG00000173193,3,PICR,3
Q460N5-4,0,ENSG00000173193,3,PICR,3
Q460N5-5,0,ENSG00000173193,3,PICR,3
Q494R0,0,ENSG00000228695,16,Manual,3
Q494R4,1,ENSG00000248712,11,PICR,3
Q494R4-2,0,ENSG00000248712,11,PICR,3
Q494U1,0,ENSG00000187583,1,PICR,3
Q494U1-2,0,ENSG00000187583,1,PICR,3
Q494U1-3,0,ENSG00000187583,1,PICR,3
Q494V2,0,ENSG00000163885,3,PICR,3
Q494V2-2,0,ENSG00000163885,3,PICR,3
Q494W8,0,ENSG00000166664,15,PICR,3
Q494X1,0,ENSG00000204677,5,PICR,3
Q494X1-2,0,ENSG00000204677,5,PICR,3
Q494X3,0,ENSG00000176222,19,PICR,2
Q495A1,0,ENSG00000181847,3,PICR,3
Q495A1-2,0,ENSG00000181847,3,PICR,3
Q495B1,0,ENSG00000166839,15,PICR,3
Q495B1-1,0,ENSG00000166839,15,PICR,3
Q495B1-2,0,ENSG00000166839,15,PICR,3
Q495B1-6,0,ENSG00000166839,15,PICR,3
Q495C1,0,ENSG00000178222,4,PICR,3
Q495C1-2,0,ENSG00000178222,4,PICR,3
Q495C1-3,0,ENSG00000178222,4,PICR,3
Q495C1-4,0,ENSG00000178222,4,PICR,3
Q495C1-5,0,ENSG00000178222,4,PICR,3
Q495C1-6,0,ENSG00000178222,4,PICR,3
Q495D7,0,ENSG00000180861,12,PICR,3
Q495G6,0,ENSG00000151611,4,PICR,3
Q495M3,0,ENSG00000186335,5,PICR,3
Q495M3-2,0,ENSG00000186335,5,PICR,3
Q495M3-3,0,ENSG00000186335,5,PICR,3
Q495M9,0,ENSG00000182040,17,PICR,3
Q495N2,1,ENSG00000186334,5,PICR,3
Q495N2-2,0,ENSG00000186334,5,PICR,3
Q495N2-3,0,ENSG00000186334,5,PICR,3
Q495P1,0,ENSG00000138311,10,PICR,3
Q495T6,0,ENSG00000142606,1,PICR,3
Q495T6-2,0,ENSG00000142606,1,PICR,3
Q495T6-3,0,ENSG00000142606,1,PICR,3
Q495V5,0,ENSG00000233917,15,PICR,3
Q495W5,1,ENSG00000196968,10,PICR,3
Q495W5-2,0,ENSG00000196968,10,PICR,3
Q495X7,0,ENSG00000176979,4,PICR,3
Q495Y1,0,ENSG00000021461,7,PICR,3
Q495Y4,0,ENSG00000141314,17,PICR,3
Q495Y5,0,ENSG00000141314,17,PICR,3
Q495Y7,0,null,7,UniProt,3
Q495Y8,1,ENSG00000205238,7,PICR,3
Q495Y8-2,0,ENSG00000173678,7,PICR,3
Q495Z4,1,ENSG00000168597,17,PICR,3
Q496A3,0,ENSG00000249481,6,PICR,3
Q496A3-2,0,ENSG00000249481,6,PICR,3
Q496F6,0,ENSG00000186407,17,PICR,3
Q496G2,0,ENSG00000185674,2,PICR,3
Q496H8,0,ENSG00000188038,16,PICR,3
Q496J0,0,ENSG00000170615,7,PICR,3
Q496J1,0,ENSG00000170615,7,PICR,3
Q496J3,0,ENSG00000170615,7,PICR,3
Q496J9,0,ENSG00000122012,5,PICR,3
Q496M1,0,ENSG00000160593,11,PICR,3
Q496M5,0,ENSG00000185988,19,PICR,3
Q496M5-2,0,ENSG00000185988,19,PICR,3
Q496Y0,0,ENSG00000175556,X,PICR,3
Q496Y0-2,0,ENSG00000175556,X,PICR,3
Q496Y0-3,0,ENSG00000175556,X,PICR,3
Q499Y3,0,null,10,UniProt,3
Q499Y8,0,ENSG00000109339,4,PICR,3
Q499Z3,1,ENSG00000171790,1,PICR,3
Q499Z3-2,0,ENSG00000171790,1,PICR,3
Q499Z3-3,0,ENSG00000171790,1,PICR,3
Q499Z3-4,0,ENSG00000171790,1,PICR,3
Q499Z4,0,ENSG00000171161,1,PICR,3
Q499Z4-2,0,ENSG00000171161,1,PICR,3
Q49A12,0,ENSG00000105750,19,PICR,3
Q49A17,0,ENSG00000174473,4,PICR,3
Q49A17-2,0,ENSG00000174473,4,PICR,3
Q49A26,0,ENSG00000140632,16,PICR,3
Q49A26-2,0,ENSG00000140632,16,PICR,3
Q49A26-3,0,ENSG00000140632,16,PICR,3
Q49A26-4,0,ENSG00000140632,16,PICR,3
Q49A26-5,0,ENSG00000140632,16,PICR,3
Q49A33,0,null,4,UniProt,3
Q49A36,0,ENSG00000140941,16,PICR,3
Q49A45,0,ENSG00000155380,1,PICR,3
Q49A59,0,ENSG00000146278,6,PICR,3
Q49A88,0,ENSG00000175455,3,PICR,3
Q49A88-2,0,ENSG00000175455,3,PICR,3
Q49A88-3,0,ENSG00000175455,3,PICR,3
Q49A88-4,0,ENSG00000175455,3,PICR,3
Q49A88-5,0,ENSG00000175455,3,PICR,3
Q49A88-6,0,ENSG00000175455,3,PICR,3
Q49A92,0,ENSG00000165084,8,PICR,3
Q49A92-2,0,ENSG00000165084,8,PICR,3
Q49A92-3,0,ENSG00000165084,8,PICR,3
Q49A92-4,0,ENSG00000165084,8,PICR,3
Q49A92-5,0,ENSG00000165084,8,PICR,3
Q49A95,0,ENSG00000145332,4,PICR,3
Q49AA0,1,ENSG00000187815,1,PICR,3
Q49AA1,0,ENSG00000159733,4,PICR,3
Q49AD7,0,ENSG00000125740,19,PICR,3
Q49AF1,0,ENSG00000110429,11,PICR,3
Q49AG3,0,ENSG00000236287,11,PICR,3
Q49AH0,1,ENSG00000185267,10,PICR,3
Q49AH0-2,0,ENSG00000185267,10,PICR,3
Q49AI2,0,ENSG00000137274,6,PICR,3
Q49AJ0,0,ENSG00000147724,8,PICR,3
Q49AJ0-2,0,ENSG00000147724,8,PICR,1
Q49AJ0-3,0,ENSG00000147724,8,PICR,3
Q49AJ0-4,0,ENSG00000147724,8,PICR,3
Q49AK1,0,ENSG00000128683,2,PICR,3
Q49AL4,0,ENSG00000163864,3,PICR,3
Q49AL5,0,ENSG00000151338,14,PICR,3
Q49AM1,0,ENSG00000120832,12,PICR,3
Q49AM3,0,ENSG00000115282,2,PICR,3
Q49AM3-2,0,ENSG00000115282,2,PICR,3
Q49AM7,0,ENSG00000186474,19,PICR,3
Q49AN0,0,ENSG00000121671,11,PICR,3
Q49AN0-2,0,ENSG00000121671,11,PICR,3
Q49AN9,0,ENSG00000143977,2,PICR,3
Q49AP4,0,ENSG00000171320,8,PICR,3
Q49AQ3,0,ENSG00000139624,12,PICR,3
Q49AQ9,1,ENSG00000184774,1,PICR,3
Q49AR2,0,ENSG00000082213,5,PICR,3
Q49AR2-2,0,ENSG00000082213,5,PICR,3
Q49AR2-3,0,ENSG00000082213,5,PICR,3
Q49AS3,0,null,9,UniProt,3
Q49AS9,0,ENSG00000151923,10,PICR,3
Q49AT5,1,ENSG00000121898,10,PICR,3
Q49B96,0,ENSG00000240230,7,PICR,3
Q49MG5,0,ENSG00000164114,4,PICR,3
Q49MG5-2,0,ENSG00000164114,4,PICR,3
Q49MI3,1,ENSG00000188452,2,PICR,3
Q49MI3-2,0,ENSG00000188452,2,PICR,3
Q49MI3-3,0,ENSG00000188452,2,PICR,3
Q49MI3-4,0,ENSG00000188452,2,PICR,3
Q49MI3-5,0,ENSG00000188452,2,PICR,3
